season,startTime,endTime,type,teran,armorType,3nd,4nd,prediction
17,2023-12-19 11:00:00,2023-12-26 03:59:59,defense,Street,LightArmor,"적의 최대 체력 증가, 피격 시 체력 회복",적의 회피 수치 증가
18,2024-02-13 11:00:00,2024-02-20 03:59:59,breakthrough,Street,Unarmed,"적의 공격력 증가, 추가 대미지",허수아비 회복 시 적에게 피해
19,2024-03-12 11:00:00,2024-03-19 03:59:59,shooting,Indoor,LightArmor,"적 최대 체력이 감소하지만, 한 번에 최대 1의 피해만 받음","적이 폭발 타입에만 피해를 받음, 폭발 타입 학생의 코스트 회복 속도 증가"
20,2024-04-16 11:00:00,2024-04-23 03:59:59,defense,Street,ElasticArmor,"적 처치 시 공격력 감소, 회복 시 제거",적의 최대 HP 증가
21,2024-05-14 11:00:00,2024-05-21 03:59:59,escort,Outdoor,Unarmed,"군중제어 게이지 충전 시 스킬 중단, 기본 스킬 사용 중 공격력 증가","최대 체력 감소, defense력 증가"
22,2024-06-11 11:00:00,2024-06-18 03:59:59,breakthrough,Indoor,HeavyArmor,허수아비의 HP 지속 감소,전 클래스 편성
23,2024-07-09 11:00:00,2024-07-16 03:59:59,shooting,Street,HeavyArmor,"아군 치명 수치 증가, 적 체력 증가",트리니티 공격력 감소
24,2024-08-06 11:00:00,2024-08-13 03:59:59,defense,Outdoor,LightArmor,"적 체력 증가, 아군 Front 공격력 증가","적의 공격력 증가, 이동속도 증가"
25,2024-09-03 11:00:00,2024-09-10 03:59:59,escort,Street,HeavyArmor,아방가르드군 이로운 효과 복제,"아방가르드군 받는 회복량 감소, 적 공격력 감소"
26,2024-10-08 11:00:00,2024-10-15 03:59:59,breakthrough,Street,ElasticArmor,"아군 회복 시 허수아비 회복, 허수아비 체력 증가","SR 무기 공격력 증가, 적 체력 증가"
27,2024-11-05 11:00:00,2024-11-12 03:59:59,shooting,Street,HeavyArmor,스페셜 공격력 증가,적 해로운 효과 수 비례 적의 받는 피해량 증가
28,2024-12-03 11:00:00,2024-12-10 03:59:59,defense,Indoor,LightArmor,"최대 체력 증가, 피격 시 회복","GL, MT, MG 무기 공격력 증가"
29,2025-01-07 11:00:00,2025-01-14 03:59:59,escort,Street,ElasticArmor,아방가르드군 과부하,"최대 체력 감소, defense력 증가"
30,2025-02-04 11:00:00,2025-02-11 03:59:59,breakthrough,Outdoor,Unarmed,허수아비 회복 시 적에게 피해,허수아비 회복 시 아군에게 피해
31,2025-03-04 11:00:00,2025-03-11 03:59:59,shooting,Indoor,Unarmed,적 해로운 효과 수 비례 적의 받는 피해량 증가,"화상, 오한, 중독, 응원의 열기, 감전 대미지 증가"
32,2025-04-01 11:00:00,2025-04-08 03:59:59,defense,Indoor,HeavyArmor,"SG 무기 주는 대미지 증가, 적 받는 대미지 감소","이동속도 감소, 공격력 증가"
33,2025-04-29 11:00:00,2025-05-06 03:59:59,escort,Indoor,LightArmor,"스트라이커 학생 주는 대미지 감소, 스페셜 학생 주는 대미지 증가","최대 체력 감소, defense력 증가"
34,2025-05-27 11:00:00,2025-06-03 03:59:59,breakthrough,Street,LightArmor,추가 대미지,"폭발 타입 학생 허수아비 추가 회복, 허수아비 최대 체력 증가"
35,2025-06-24 11:00:00,2025-07-01 03:59:59,shooting,Street,ElasticArmor,"화상, 오한, 중독, 응원의 열기, 감전 추가 대미지",치명저항 수치 증가
36,2025-07-22 11:00:00,2025-07-29 03:59:59,defense,Indoor,Unarmed,"최대 체력 증가, 피격 시 회복","밀레니엄, 아비도스 공격력 증가"
37,2025-08-12 11:00:00,2025-08-19 03:59:59,escort,Outdoor,Unarmed,아방가르드군에게 피해,공격력 증가
38,2025-09-09 11:00:00,2025-09-16 03:59:59,breakthrough,Street,HeavyArmor,허수아비 체력 지속 감소,주는 대미지 증가 혹은 감소
39,2025-10-07 11:00:00,2025-10-14 03:59:59,shooting,Street,LightArmor,"AR, SR 무기 공격력 증가","최대 체력 증가, defense력 증가"
40,2025-11-04 11:00:00,2025-11-11 03:59:59,defense,Outdoor,ElasticArmor,최대 피해 제한,공격 시 추가 대미지
41,2025-12-02 11:00:00,2025-12-09 03:59:59,escort,Indoor,HeavyArmor,"아방가르드군, 백귀야행 주는 대미지 증가","아방가르드군 이로운 효과 적용 시, 적 defense력 감소"
42,2025-12-30 11:00:00,2026-01-06 03:59:59,breakthrough,Indoor,Unarmed,허수아비 회복 시 적에게 피해,"해로운 효과 적용 시, 보호막 해제",true
43,2026-01-27 11:00:00,2026-02-03 03:59:59,shooting,Street,ElasticArmor,마지막 박스캣 받는 대미지 감소,SR 무기 공격력 증가,true
44,2026-03-01 11:00:00,2026-03-08 03:59:59,defense,Indoor,LightArmor,"이동속도 증가, 피격 시 넉백","사망 시, 주변에 대미지",true
45,2026-03-29 11:00:00,2026-04-05 03:59:59,escort,Outdoor,ElasticArmor,"적을 쓰러뜨렸을 때 defense력 감소, 받는 대미지량 증가","적의 HP가 감소할 때, 다른 적의 HP 회복",true
